Sel;ID;Cat;Subcat;Nome;Len;Prezzo;Iva;Dispo gg.;In Ordine;Insert;Uscita;Promo_Cod;Promo_Desc;Promo_Scad;Link;NuovaDescrizione;
;253644;Fotografia;Filtri Fotografici;NiSi Filtro PRO Nano 82mm IR Filtro ND64 6 Stop + Polarizzatore CPL Integrato in Un Unico Filtro;96;115;22;0;;05/03/2025;05/03/2025;;;;;;NiSi PRO Nano 82mm IR ND64 6 stops + CPL filter integrated
;253755;Fotografia;Filtri Fotografici;NiSi Filtro Pro Nano IR ND64 6 Stop + Polarizzatore CPL integrato in un unico filtro (72 mm);92;95;22;0;;10/03/2025;10/03/2025;;;;;;NiSi IR ND64 6 Stop + CPL Filter 72mm, Pro Nano tech, all-in-one.
;253641;Fotografia;Filtri Fotografici;NiSi Filtro Pro Nano IR ND64 6 Stop + Polarizzatore CPL integrato in un unico filtro (77 mm);92;103;22;0;;05/03/2025;05/03/2025;;;;;;NiSi IR ND64 + CPL Filter 77mm, 6 stops, Nano Pro Nano tech.
;253690;Fotografia;Filtri Fotografici;NiSi Filtro Protettivo 52mm UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coati;128;22,99;22;0;;06/03/2025;06/03/2025;;;;;;NiSi 52mm UV Filter, Ultra Hard Coating, 18-layer Nano Multi-Coated
;253629;Fotografia;Filtri Fotografici;NiSI Filtro Protettivo UHC UV (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ;129;24,99;22;0;;05/03/2025;05/03/2025;;;;;;NiSI UHC UV Filter with 18 multilayer UHD & Nano Coating®
;253697;Fotografia;Filtri Fotografici;NiSi Filtro Swift Black Mist 1/8 82mm., Swift System, a pressione montati a attrito, vetro ottico, rivestimento nano impermeabil;128;109;22;0;;06/03/2025;06/03/2025;;;;;;NiSi Swift Black Mist 1/8 82mm, press system, opt glass, nano water-repellent coating.
;253751;Fotografia;Filtri Fotografici;NiSi Filtro UV Armor FX 62 mm – Filtro di protezione UV a prova di esplosione, filtro obiettivo con rivestimento nano doppio str;130;65;22;0;;10/03/2025;10/03/2025;;;;;;NiSi UV Armor FX 62mm – UV protective filter with nano double coating
;253859;Fotografia;Filtri Fotografici;NiSi Filtro UV Armor FX Pro Nano Coating L395 Protezione antideflagrante per obiettivo 67mm;91;69;22;0;;14/03/2025;14/03/2025;;;;;;NiSi UV Armor FX Pro Nano Coating 67mm Lens Protector, Anti-Shock
;253483;Fotografia;Filtri Fotografici;NiSi Filtro UV HUC (62mm) (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultr;129;25,99;22;5;;24/02/2025;24/02/2025;;;;;;NiSi UV HUC 62mm, 18-layer UHD, Ultra Hard Coating, Nano Coating®
;253464;Fotografia;Filtri Fotografici;NiSi Filtro UV HUC (rivestimento ultra duro), 18 rivestimenti multistrato UHD, rivestimento nano ultra duro, idrofobo, resistent;128;28,99;22;5;;24/02/2025;24/02/2025;;;;;;NiSi UV HUC Filter: tough, waterproof, 18-layer UHD nano coating.
;253855;Fotografia;Filtri Fotografici;NiSi Filtro UV IR Cut 82mm per Sistema Swift | senza filettatura, a pressione con Anello Swift o sopra VND True Color 1-5 Stop;126;109;22;5;;14/03/2025;14/03/2025;;;;;;NiSi UV IR Cut 82mm for Swift Set, no thread, press-on w/ Swift ring or VND 1-5s
;253469;Fotografia;Filtri Fotografici;NiSi HUC PRO Nano IR ND1000 filtro circolare da 77 mm | Filtro obiettivo fotocamera a densità neutra 10-stop | Vetro ottico, riv;129;52;22;5;;24/02/2025;24/02/2025;;;;;;NiSi HUC PRO Nano IR ND1000 77mm | 10-stop ND filter for cams | Opt. glass
;253470;Fotografia;Filtri Fotografici;NiSi HUC PRO Nano IR ND1000 filtro circolare da 82 mm | Filtro obiettivo fotocamera a densità neutra 10-stop | Vetro ottico, riv;129;55;22;5;;24/02/2025;24/02/2025;;;;;;NiSi HUC PRO Nano IR ND 1000 82mm Filter, 10-stop ND, optical glass
;253492;Fotografia;Filtri Fotografici;NiSi JetMag - Kit di filtri magnetici Pro da 82 mm con bloccaggio, kit filtro ND orizzontale (FS ND8, FS ND64, FS ND1000, True C;128;429,9;22;5;;24/02/2025;24/02/2025;;;;;;NiSi JetMag Pro Kit 82mm Mag Filters with Lock—ND1/8/64/1000, True C
;253495;Fotografia;Filtri Fotografici;NiSi JetMag Pro 82MAG - Tappo posteriore magnetico resistente per filtri da 82 MAG, attacco rapido e chiusura sicura, design sot;128;34,9;22;5;;24/02/2025;24/02/2025;;;;;;NiSi JetMag 82MAG - Tappo mag. forte, veloce e sicuro per filtri 82MAG
;253503;Fotografia;Filtri Fotografici;NiSi JetMag Pro 82MAG FS ND1000 - Filtro magnetico a densità neutra a spettro completo 10 stop (3.0) - Vetro ottico nano rivesti;129;79,9;22;5;;25/02/2025;25/02/2025;;;;;;NiSi JetMag Pro 82MAG FS ND1000 - 10-stop nano-coated optical filter
;253501;Fotografia;Filtri Fotografici;NiSi JetMag Pro 82MAG Natural Night - Filtro magnetico per la riduzione dell''inquinamento luminoso per fotografia notturna e as;128;89,9;22;5;;25/02/2025;25/02/2025;;;;;;NiSi JetMag 82MAG Night - Magnet filter for light pollution, night shoot.
;253502;Fotografia;Filtri Fotografici;NiSi JetMag Pro Kit filtro magnetico da 82 mm con blocco - Capture Kit (filtro UV NC, True Color CPL, anello adattatore magnetic;128;294,9;22;5;;25/02/2025;25/02/2025;;;;;;NiSi JetMag Pro 82mm Kit: Magnetic UV NC, True Color CPL & Adapter Ring
;253752;Fotografia;Filtri Fotografici;NiSi Kit FIltri 67mm Circular Filter Long Exposure Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops), ND32000(15 ;128;155;22;5;;10/03/2025;10/03/2025;;;;;;NiSi 67mm CPL/ND Kit: ND8(3), ND64(6), ND1000(10), ND32000(15) stops
;253636;Fotografia;Filtri Fotografici;NiSi Kit Filtri ND Circolari - 67mm - Include ND8 (3 stops), ND64 + CPL (6 Stop+CPL Filtro 2in1), ND1000 (10 stops) e Custodia;126;119;22;5;;05/03/2025;05/03/2025;;;;;;NiSi 67mm CPL+ND Kit: ND8(3 stops), ND64(6 stops), ND1000(10 stops) & case
;253617;Fotografia;Filtri Fotografici;NiSi Kit Filtri ND Circolari 77mm, con ND8 (3 Stop), ND64+CPL (6 Stop), ND1000 (10 Stop), Accessori e Custodia;110;139;22;0;;05/03/2025;05/03/2025;;;;;;NiSi 77mm Circular ND Kit: ND8, ND64+CPL, ND1000 + Accessories & Case
;253619;Fotografia;Filtri Fotografici;NiSi Kit Filtri Swift System 1-9 VND da 77 mm | Filtro a densità neutra variabile True Color da 1 a 5 stop con ND16 montato ad a;129;269,9;22;0;;05/03/2025;05/03/2025;;;;;;NiSi Swift VND Kit 77mm, ND16, 1–5 stops, True Color, Variab. ND Filter
;253637;Fotografia;Filtri Fotografici;NiSi Kit Filtri Swift True Color VND 67mm 1-5 & 5-9 Stop (1-9 Stop totali) | Filtro ND-Vario 1-5 Stops + ND 4 Stop per effetto 5;128;234,9;22;0;;05/03/2025;05/03/2025;;;;;;NiSi Swift True Color VND 67mm 1-9 Stops + ND 4 for 5x effect
;253628;Fotografia;Filtri Fotografici;NiSi Kit Filtri Swift VND Mist Kit da 77 mm – True Colour 1 – 5 apertura variabile ND filtro + filtro ND16 (4 aperture) a densit;132;364,9;22;5;;05/03/2025;05/03/2025;;;;;;NiSi Swift VND Mist Kit 77mm – TrueCol 1-5 stop var. ND + ND16 (4 stops)
;253877;Fotografia;Filtri Fotografici;NiSi Kit Filtri True Color VND 95mm 1-5 & 5-9 Stop (1-9 Stop totali) Kit Swift | Filtro ND-Vario 1-5 Stops + ND 4 Stop per effet;128;349,9;22;0;;14/03/2025;14/03/2025;;;;;;NiSi True Color VND 95mm Kit 1-5 & 5-9 Stop, Swift ND-Vario, ND 4 Stop
;253630;Fotografia;Filtri Fotografici;NiSI Kit Filtro circolare da 77 mm per lunga esposizione, inclusi ND8 (3 stop), ND64 (6 stop) + CPL, ND1000 (10 stop), ND32000 (;128;175;22;5;;05/03/2025;05/03/2025;;;;;;NiSI 77mm Circular Filter Kit: ND8/64/1000/32000 + CPL for long expos.
;253689;Fotografia;Filtri Fotografici;NiSi Kit filtro fotocamera per cellulare / obiettivo fotocamera per iOS iPhone Smartphone – Filmmaker kit filtri;114;149;22;0;;06/03/2025;06/03/2025;;;;;;NiSi Camera Filter Kit for iPhone/GO (Filmmaker) Filters
;253862;Fotografia;Filtri Fotografici;NiSi Kit filtro per Fuji FUJIFILM X70 / X100 / X100S / X100F / X100T / X100V – Starter Kit (1 filtro graduato medio + 1 filtro p;130;49,9;22;5;;14/03/2025;14/03/2025;;;;;;NiSi Kit for Fuji X70/X100F – Starter w/ 1 grad. & 1 ND filter
;253607;Fotografia;Filtri Fotografici;NiSi Kit Filtro Swift VND da 82 mm – True Color 1 – 5 pannelli filtro ND variabile + ND16 (4 diaframmi) neutro;114;289,9;22;0;;04/03/2025;04/03/2025;;;;;;NiSi Kit Filtro Swift VND 82mm – True Color 1, 5 pz, ND variabile + ND16 (f/4)
;253615;Fotografia;Filtri Fotografici;NiSi Landscape Filter Kit IP-A + P2 iPhone,  Kit filtri per fotocamera iOS iPhone Smartphone;92;69,9;22;5;;05/03/2025;05/03/2025;;;;;;NiSi Landscape Filter Kit IP-A + P2 for iPhone & Smartphone Cameras
;253631;Fotografia;Filtri Fotografici;NiSi Long Exposure Kit di Filtri ND Circolari 82mm, Filtro ND8 (3 Stop), ND64+CPL (6 Stop e polarizzatore incluso), ND1000 (10 S;128;185;22;5;;05/03/2025;05/03/2025;;;;;;NiSi 82mm Long Expo Kit: ND8 (3 Stop), ND64+CPL (6 Stop+Polar), ND1000 (10 Stop)
;253523;Fotografia;Filtri Fotografici;NiSi ND Filtri Kit Lunga Esposizione - Incluso ND8 (0.9), ND64 (1.8), ND1000 (3.0) Filtro con Accessori Gratuiti 1x NiSi Sacchet;128;349;22;0;;26/02/2025;26/02/2025;;;;;;NiSi ND Filter Kit: ND8, ND64, ND1000 + Free Access, Long Expo.
;253516;Fotografia;Filtri Fotografici;NiSi ND Filtro a Densità Neutra ND1000 (3.0) 10 Stop, 100X100mm, Nano Coating, Rivestimento IR, Vetro Ottico;109;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND1000 (3.0) 10 Stop, 100x100mm, Nano Coating, IR Coating, Optical Glass
;253536;Fotografia;Filtri Fotografici;NiSi Night Kit V7 di Filtri 100mm, Kit di 2 filtri (NiSi Star Soft 100x150, NiSi Natural Night 100x100) con Holder NiSi V7 con T;128;409;22;5;;26/02/2025;26/02/2025;;;;;;NiSi Night Kit V7 100mm: 2 filters (Star Soft 150x100, Nat Night 100x100) + T-hldr.
;253558;Fotografia;Filtri Fotografici;NiSi P1/P2 GND8 - Filtro graduato Soft grigio Soft GND For Compact System (0.3) 3 Stop;86;19,99;22;0;;26/02/2025;26/02/2025;;;;;;NiSi P1/P2 GND8 Soft Grd Filter for Compact System (0.3) 3 Stops
;253651;Fotografia;Filtri Fotografici;NiSi Pro Nano IR Filtro ND64 6 Stop + Polarizzatore CPL integrato in un unico filtro (67 mm);92;88;22;5;;05/03/2025;05/03/2025;;;;;;NiSi Nano IR ND64 + CPL, 67mm, 6-stop, built-in polarizer.
;253570;Fotografia;Filtri Fotografici;NiSi Professional Kit+ (Plus) per Drone Mavic 2 Pro (8 Filtri), ND4/PL, ND8/PL, ND16/PL, ND32/PL, ND64/PL, Polarizzatore Landsca;128;189;22;5;;28/02/2025;28/02/2025;;;;;;NiSi Pro Kit+ for Mavic 2 Pro: 8 filters (ND4/PL, ND8/PL, ND16/PL, ND32/PL, ND64/PL), CPL
;253849;Fotografia;Filtri Fotografici;NiSi Set Filtri Circolari 82mm Circular Filter Professional Kit, Including HUC UV Filter, Ti Enhance CPL, Natural Night Filter, ;128;259;22;0;;14/03/2025;14/03/2025;;;;;;NiSi 82mm Circular Filter Set: UV, CPL, Night Filters, Pro Kit
;253878;Fotografia;Filtri Fotografici;NiSI Set Filtri, Kit di avvio filtro circolare da 82 mm, incluso filtro UV HUC, HUC CPL e custodia per filtro;109;115;22;5;;14/03/2025;14/03/2025;;;;;;NiSI 82mm Filter Kit: UV HUC, HUC CPL & filter case included.
;253605;Fotografia;Filtri Fotografici;NiSi Star Soft Filtro 100 x 150 mm. filtri effetto per la fotografia notturna e astrofotografia;95;129;22;0;;04/03/2025;04/03/2025;;;;;;NiSi Star Soft 100x150mm. filter for night & astro photography effects
;253850;Fotografia;Filtri Fotografici;NiSi Swift Add-on Kit 77mm per True Color VND 1-5 Stop | Filtro ND16 (4 Stop) + Filtro Black Mist 1/4;101;204,9;22;5;;14/03/2025;14/03/2025;;;;;;NiSi Swift 77mm Kit: True Color VND 1-5 Stops + ND16 + Black Mist 1/4
;253851;Fotografia;Filtri Fotografici;NiSi True Color VND 72mm 1-5 & 5-9 Stop (1-9 Stop totali) Kit Swift | Sistema Swift con aggancio rapido a pressione;115;249,9;22;0;;14/03/2025;14/03/2025;;;;;;NiSi True Color VND 72mm, 1-9 Stop, Swift Mount, Quick Lock System
;253852;Fotografia;Filtri Fotografici;NiSi UHC CPL Filtro polarizzatore circolare, 82 mm, con rivestimento ultra rigido, polarizzatore;96;36,99;22;0;;14/03/2025;14/03/2025;;;;;;NiSi UHC CPL 82mm polarizer, tough coating, circular filter
;253505;Fotografia;Lenti di conversione;NiSi Lente Close-Up NC Macro II 77mm (Kit con adattatori 72, 67mm, Custodia e Lens Cap);87;139;22;5;;25/02/2025;25/02/2025;;;;;;NiSi Macro NC 77mm Kit (Ads, 72/67mm, Case, Cap)
;253510;Fotografia;Macro Fotografia;NiSi Guida per messa a fuoco macro NM200s – Rotabile a 360° Stabilizzatore Macro Slide/Macro Regolazione Scorrimento / Guida di ;131;199;22;5;;25/02/2025;25/02/2025;;;;;;NiSi Macro Focus Guide NM200s – 360° Rot., Stabilizz., Slide, Regol.
;253512;Fotografia;Macro Fotografia;NiSi Kit obiettivo close-up NC da 49 mm, filtro macro per primo piano, filettatura 49 mm, 9 diottrie, rivestimento nano, custodi;128;89;22;0;;25/02/2025;25/02/2025;;;;;;NiSi NC Macro Kit 49mm, filter, 9D, nano-coating, case, prime close-up
;253507;Fotografia;Macro Fotografia;NiSi NM-180 Messa a punto Macro Rail Slitta Scorrevole 160 mm Operative, guida scorrevole per messa a fuoco;107;129;22;5;;25/02/2025;25/02/2025;;;;;;NiSi NM-180 Macro Rail, 160mm slide guide for autofocus.
;255820;Gadget;Oggettistica;Harry Potter Cookie Jar Honeydukes Biscottiera Barattolo per biscotti in ceramica;81;33,77;22;5;;29/05/2025;29/05/2025;;;;;;Harry Potter Cookie Jar from Honeydukes, ceramic biscuit container
;256295;Gadget;Statue & Busti;One Piece POP Portrait Of Pirates WA-MAXIMUM Kaido the Beast(Super limited reprint) Statue;90;689;22;5;;10/06/2025;10/06/2025;;;;;;OP POP Portr. Of Pirates WA-MAX Kaido Beast Super Ltd Reprint Statue
;255595;Gadget;Figure PVC/Resina;Boruto: Naruto Next Generations Baryon Mode GLOW (exclusive) POP Animation #1361 Vinyl Figure;93;44,6;22;5;;06/05/2025;06/05/2025;;;;;;Boruto: Naruto Next Gen Baryon Mode GLOW POP #1361 Vinyl Fig (excl)
;255651;Gadget;Figure PVC/Resina;Captain America: Brave New World Sipersized Red Hulk POP Marvel #1366 Vinyl Figure;82;24,6;22;5;;06/05/2025;06/05/2025;;;;;;Captain America: Brave New World Red Hulk POP Marvel #1366 Vinyl Figur
;255653;Gadget;Figure PVC/Resina;Dragon Ball Super: Broly Super Saiyan God Vegeta POP Animation #1862 Vinyl Figure;81;15,4;22;5;;06/05/2025;06/05/2025;;;;;;DBS Broly & SSJG Veg POP Vinyl #1862 - Collectible Figure
;255507;Gadget;Figure PVC/Resina;Il Signore Degli Anelli Lord of the Rings Arwen (Coronation) POP Movies #1745 Vinyl Figure;90;16,99;22;5;;05/05/2025;05/05/2025;;;;;;Arwen Lord of the Rings Coronation POP Vinyl #1745 Movie Figure
;255650;Gadget;Figure PVC/Resina;Lord Of The Rings Gandalf With Doors Of Durin Deluxe POP Movies #1746 Vinyl Figure;82;38,5;22;5;;06/05/2025;06/05/2025;;;;;;Gandalf with Durin's Doors Deluxe POP #1746 Vinyl Figure
;255630;Gadget;Figure PVC/Resina;Michael Jordan Bulls White Warmup (exclusive) NBA POP Basketball #84 Vinyl Figure;81;16,99;22;5;;06/05/2025;06/05/2025;;;;;;Michael Jordan Bulls Warmup NBA POP Vinyl #84 (exclusive) Figure
;255343;Gadget;Figure PVC/Resina;Mobile Suit Gundam MS-06S Char's Zaku II Supersized POP Animation #1717 Vinyl Figure;84;22,89;22;5;;05/05/2025;05/05/2025;;;;;;Char's Zaku II Sze POP Vinyl #1717, Gundam, Figure, Anime Collectible
;255588;Gadget;Figure PVC/Resina;Stranger Things S4 Eddie w/ Guitar (exclusive) Blacklight POP Television #1250 Vinyl Figure;91;16,9;22;5;;06/05/2025;06/05/2025;;;;;;Eddie S4 w/ Guitar, Blacklight POP TV #1250 Vinyl Figure (exclusive)
;255488;Gadget;Figure PVC/Resina;Teenage Mutant Ninja Turtles TMNT Michelangelo (Easter) POP Television #1668 Vinyl Figure;89;16,99;22;5;;05/05/2025;05/05/2025;;;;;;TMNT Michelangelo Easter POP Vinyl Figure #1668, Collectible Toy
;255536;Gadget;Figure PVC/Resina;Teenage Mutant Ninja Turtles TMNT The Last Ronin Leonardo POP Comics #43 Vinyl Figure;85;16,56;22;5;;05/05/2025;05/05/2025;;;;;;TMNT The Last Ronin Leo POP Comics #43 Vinyl Fig, Teen Mutant Ninja Turtles
;255537;Gadget;Figure PVC/Resina;Teenage Mutant Ninja Turtles TMNT The Last Ronin Raffaello POP Comics #44 Vinyl Figure;86;16,56;22;5;;05/05/2025;05/05/2025;;;;;;TMNT The Last Ronin Raffaello POP Vinyl Fig #44, Teenage Mutant Ninja Turtles
;255487;Gadget;Figure PVC/Resina;Teenage Mutant Ninja Turtles TMNT Turtles Leonardo (Easter) POP Television #1667 Vinyl Figure;93;16,99;22;5;;05/05/2025;05/05/2025;;;;;;TMNT Turtles Leo (Easter) POP Vinyl #1667 Figure
;255535;Gadget;Figure PVC/Resina;Teenage Mutant Ninja Turtles TMNT Turtles The Last Ronin Donatello POP Comics #42 Vinyl Figure;94;18,29;22;5;;05/05/2025;05/05/2025;;;;;;TMNT TMNT Turtles Last Ronin Donatello POP Comics #42 Vinyl Fig
;256371;Gadget;Model Kit;Yu-Gi-Oh! Duel Monsters Summoning God Exodia Color Coded Figure Rise Standard Amplified Model Kit;97;62,5;22;0;;12/06/2025;12/06/2025;;;;;;Exodia Duel Monsters Figure Kit, Color Coded, Standard/Amplified Model
;255706;Bellezza e Benessere;Accessori Capelli;Accessori Capelli Elastico Per Capelli In Tela 3 Pi?ces Gabby?s Dollhouse ROSA | FEMMINA;88;5,65;22;5;;16/05/2025;16/05/2025;;;;;;Elastic Hair Accessory, 3 pcs, Fabric, Gabby’s Dollhouse, PINK, FEMALE
